val_loss,auc,val_Accuracy,val_CohenKappa,val_F1,val_Recall,val_Precision,epoch,step
0.6619082689285278,0.5499999523162842,0.6321839094161987,0.0,0.38732394576072693,0.5,0.31609195470809937,0,350
0.780281126499176,0.5607954263687134,0.40229883790016174,0.0017653107643127441,0.3653198480606079,0.5011363625526428,0.5023923516273499,1,701
0.7513135075569153,0.5375000238418579,0.6436781883239746,0.03918766975402832,0.42037394642829895,0.515625,0.8197674751281738,2,1052
0.7651810050010681,0.6352272629737854,0.6321839094161987,0.0,0.38732394576072693,0.5,0.31609195470809937,3,1403
0.669853687286377,0.6005681753158569,0.6551724076271057,0.07773852348327637,0.4516806900501251,0.53125,0.8235294222831726,4,1754
0.6480625867843628,0.6107954978942871,0.5632184147834778,0.060795485973358154,0.5303977131843567,0.5303977131843567,0.5303977131843567,5,2105
0.7432770133018494,0.6772726774215698,0.6436781883239746,0.03918766975402832,0.42037394642829895,0.515625,0.8197674751281738,6,2456
0.6381405591964722,0.625568151473999,0.6551724076271057,0.12061989307403564,0.5130597352981567,0.5508522987365723,0.6416139602661133,7,2807
0.6194547414779663,0.6721590757369995,0.6896551847457886,0.2146439552307129,0.569227933883667,0.5911931991577148,0.7286324501037598,8,3158
0.6787656545639038,0.6164772510528564,0.6321839094161987,0.10367029905319214,0.5271738767623901,0.5457386374473572,0.5787671208381653,9,3509
0.670856237411499,0.5738636255264282,0.6206896305084229,-0.006309151649475098,0.4098663628101349,0.49744316935539246,0.4821428656578064,10,3860
0.7054039835929871,0.5960227251052856,0.6666666865348816,0.18164128065109253,0.5653746724128723,0.5795454978942871,0.6455301642417908,11,4211
0.7965186834335327,0.5965908765792847,0.6206896305084229,0.12121212482452393,0.5523155927658081,0.5562499761581421,0.5714285969734192,12,4562
0.6931453347206116,0.65625,0.6321839094161987,0.12945592403411865,0.5509677529335022,0.5588067770004272,0.5833333730697632,13,4913
0.7484623789787292,0.6181818246841431,0.5862069129943848,0.020637929439544678,0.4948387145996094,0.5093749761581421,0.5132850408554077,14,5264
0.6312759518623352,0.6818182468414307,0.6321839094161987,0.11675125360488892,0.5396825671195984,0.5522727370262146,0.5809859037399292,15,5615
0.7355906963348389,0.7335227727890015,0.6551724076271057,0.09248960018157959,0.4746376872062683,0.5377840995788574,0.7003011703491211,16,5966
0.6922482252120972,0.6778409481048584,0.6781609058380127,0.20392155647277832,0.5741258859634399,0.5886363983154297,0.6733333468437195,17,6317
0.796070396900177,0.6431818008422852,0.6551724076271057,0.10677623748779297,0.4949690103530884,0.5443181991577148,0.6604938507080078,18,6668
