val_loss,auc,val_Accuracy,val_CohenKappa,val_F1,val_Recall,val_Precision,epoch,step
0.40699443221092224,0.9744898080825806,0.8712871074676514,0.744303822517395,0.8700128793716431,0.875,0.8951612710952759,0,407
0.19826911389827728,0.9866561889648438,0.9405940771102905,0.88066166639328,0.9401185512542725,0.9387755393981934,0.9482758641242981,1,815
0.11323409527540207,0.9905807971954346,0.9603960514068604,0.9206286668777466,0.9602987766265869,0.9597723484039307,0.9615839123725891,2,1223
0.4133124351501465,0.9791992902755737,0.8514851331710815,0.7053102254867554,0.8493586778640747,0.8557692170143127,0.8828125,3,1631
0.15866415202617645,0.9823390245437622,0.9405940771102905,0.8810831904411316,0.9405416250228882,0.9405416250228882,0.9405416250228882,4,2039
0.17915470898151398,0.9811616539955139,0.9306930899620056,0.8608541488647461,0.9302555322647095,0.9291601181030273,0.9360047578811646,5,2447
0.3679738938808441,0.9850863218307495,0.8613861203193665,0.7202216386795044,0.8573446869850159,0.8571428656578064,0.8939393758773804,6,2855
0.17842693626880646,0.9803767204284668,0.9405940771102905,0.8808025121688843,0.9403073191642761,0.9393641948699951,0.9442460536956787,7,3263
0.18476201593875885,0.9803767204284668,0.9405940771102905,0.8810831904411316,0.9405416250228882,0.9405416250228882,0.9405416250228882,8,3671
0.24179261922836304,0.9791994094848633,0.9207921028137207,0.8408822417259216,0.9201580882072449,0.9189560413360596,0.9280272722244263,9,4079
0.18501773476600647,0.9823390245437622,0.9405940771102905,0.8808025121688843,0.9403073191642761,0.9393641948699951,0.9442460536956787,10,4487
0.2241777628660202,0.9717425107955933,0.8910890817642212,0.7816001772880554,0.8907033801078796,0.8901098966598511,0.8928853869438171,11,4895
0.30848604440689087,0.9580062627792358,0.9108911156654358,0.8208867311477661,0.9100089073181152,0.9087519645690918,0.9202985763549805,12,5303
